ID;NOTA1;NOTA2;NOTA3;NOTA4;MEDIA;SITUACAO;CONCEITO
2965;1;5;10;7;5;AP;REG
2966;9;0;3;5;4;RE;INS
2967;3;5;4;10;5;AP;REG
2968;4;3;0;0;1;RE;INS
2969;1;1;3;10;3;RE;INS
2970;8;5;8;8;7;AP;BOM
2971;7;1;10;6;6;AP;REG
2972;3;9;6;6;6;AP;REG
2973;3;1;2;7;3;RE;INS
2974;2;8;5;3;4;RE;INS
2975;2;8;2;10;5;AP;REG
2976;10;1;8;3;5;AP;REG
2977;1;2;8;4;3;RE;INS
2978;9;8;2;6;6;AP;REG
2979;2;6;2;1;2;RE;INS
2980;4;5;4;3;4;RE;INS
2981;7;8;8;6;7;AP;BOM
2982;7;4;10;10;7;AP;BOM
2983;1;3;2;1;1;RE;INS
2984;8;0;4;4;4;RE;INS
2985;1;3;6;3;3;RE;INS
2986;1;10;3;6;5;AP;REG
2987;5;5;8;8;6;AP;REG
2988;7;0;2;10;4;RE;INS
2989;9;7;8;5;7;AP;BOM
2990;1;8;7;9;6;AP;REG
2991;0;1;2;6;2;RE;INS
2992;8;1;6;4;4;RE;INS
2993;1;10;7;1;4;RE;INS
2994;5;6;2;8;5;AP;REG
2995;1;2;3;7;3;RE;INS
2996;3;1;4;9;4;RE;INS
2997;6;2;1;6;3;RE;INS
2998;3;3;1;10;4;RE;INS
2999;9;9;0;9;6;AP;REG
3000;4;1;3;5;3;RE;INS
3001;4;4;0;8;4;RE;INS
3002;4;10;9;7;7;AP;BOM
3003;4;2;8;3;4;RE;INS
3004;4;0;3;5;3;RE;INS
3005;4;6;8;10;7;AP;BOM
3006;10;4;2;10;6;AP;REG
3007;0;9;8;3;5;AP;REG
3008;1;10;10;2;5;AP;REG
3009;10;10;0;5;6;AP;REG
3010;8;8;10;4;7;AP;BOM
3011;5;2;5;8;5;AP;REG
3012;10;4;9;6;7;AP;BOM
3013;8;5;3;7;5;AP;REG
3014;3;4;5;0;3;RE;INS
3015;10;10;0;0;5;AP;REG
3016;6;1;2;0;2;RE;INS
3017;0;1;10;4;3;RE;INS
3018;7;0;0;2;2;RE;INS
3019;2;2;4;1;2;RE;INS
3020;7;2;10;1;5;AP;REG
3021;1;0;10;10;5;AP;REG
3022;4;7;9;9;7;AP;BOM
3023;10;10;8;7;8;AP;BOM
3024;10;4;8;6;7;AP;BOM
3025;6;5;9;4;6;AP;REG
3026;6;10;5;1;5;AP;REG
3027;8;1;9;5;5;AP;REG
3028;4;3;7;4;4;RE;INS
3029;7;1;9;6;5;AP;REG
3030;2;10;1;6;4;RE;INS
3031;2;7;2;1;3;RE;INS
3032;5;4;2;3;3;RE;INS
3033;4;4;8;0;4;RE;INS
3034;8;8;4;9;7;AP;BOM
3035;6;3;1;1;2;RE;INS
3036;7;5;2;0;3;RE;INS
3037;9;10;0;2;5;AP;REG
3038;5;2;7;2;4;RE;INS
3039;7;3;10;3;5;AP;REG
3040;8;8;5;0;5;AP;REG
3041;6;10;9;5;7;AP;BOM
3042;2;5;9;2;4;RE;INS
3043;0;4;2;4;2;RE;INS
3044;9;1;5;4;4;RE;INS
3045;2;6;9;8;6;AP;REG
3046;10;10;1;10;7;AP;BOM
3047;0;3;0;0;0;RE;INS
3048;7;2;9;8;6;AP;REG
3049;0;2;1;6;2;RE;INS
3050;8;8;5;0;5;AP;REG
3051;2;8;10;5;6;AP;REG
3052;2;5;5;5;4;RE;INS
3053;3;2;7;1;3;RE;INS
3054;3;1;5;6;3;RE;INS
3055;10;8;2;2;5;AP;REG
3056;2;4;2;8;4;RE;INS
3057;10;10;0;8;7;AP;BOM
3058;2;2;1;4;2;RE;INS
3059;6;0;10;0;4;RE;INS
3060;2;3;2;3;2;RE;INS
3061;7;10;7;3;6;AP;REG
3062;6;4;8;1;4;RE;INS
3063;4;0;2;5;2;RE;INS
3064;6;9;7;2;6;AP;REG
3065;9;6;4;2;5;AP;REG
3066;1;9;2;7;4;RE;INS
3067;6;9;5;5;6;AP;REG
3068;8;6;3;1;4;RE;INS
3069;3;0;0;2;1;RE;INS
3070;5;8;5;2;5;AP;REG
3071;10;8;4;0;5;AP;REG
3072;2;0;10;5;4;RE;INS
3073;10;4;1;6;5;AP;REG
3074;8;4;9;7;7;AP;BOM
3075;6;9;0;5;5;AP;REG
3076;1;3;8;0;3;RE;INS
3077;8;6;2;8;6;AP;REG
3078;6;9;9;7;7;AP;BOM
3079;7;9;6;6;7;AP;BOM
3080;10;0;1;10;5;AP;REG
3081;6;2;10;7;6;AP;REG
3082;1;8;8;6;5;AP;REG
3083;7;7;2;0;4;RE;INS
3084;4;2;8;2;4;RE;INS
3085;7;5;3;10;6;AP;REG
3086;10;3;2;6;5;AP;REG
3087;1;6;10;10;6;AP;REG
3088;2;2;3;0;1;RE;INS
3089;5;6;5;4;5;AP;REG
3090;0;10;7;3;5;AP;REG
3091;2;1;8;5;4;RE;INS
3092;10;2;6;4;5;AP;REG
3093;6;0;2;5;3;RE;INS
3094;0;0;2;5;1;RE;INS
3095;10;5;9;10;8;AP;BOM
3096;4;5;2;3;3;RE;INS
3097;0;10;7;3;5;AP;REG
3098;5;7;1;5;4;RE;INS
3099;6;10;3;7;6;AP;REG
3100;8;2;3;3;4;RE;INS
3101;5;0;1;4;2;RE;INS
3102;4;10;9;9;8;AP;BOM
3103;10;0;4;5;4;RE;INS
3104;3;10;3;2;4;RE;INS
3105;3;2;8;6;4;RE;INS
3106;10;2;8;6;6;AP;REG
3107;0;6;7;6;4;RE;INS
3108;1;1;0;2;1;RE;INS
3109;6;5;3;8;5;AP;REG
3110;0;8;7;5;5;AP;REG
3111;4;8;8;1;5;AP;REG
3112;10;8;8;1;6;AP;REG
3113;0;4;1;5;2;RE;INS
3114;8;7;5;3;5;AP;REG
3115;3;6;6;1;4;RE;INS
3116;9;9;7;10;8;AP;BOM
3117;4;5;5;8;5;AP;REG
3118;9;7;1;3;5;AP;REG
3119;5;5;2;8;5;AP;REG
3120;8;9;1;4;5;AP;REG
3121;2;10;5;7;6;AP;REG
3122;5;5;1;9;5;AP;REG
3123;5;1;8;10;6;AP;REG
3124;10;10;4;5;7;AP;BOM
3125;7;2;3;4;4;RE;INS
3126;3;4;6;3;4;RE;INS
3127;8;3;9;6;6;AP;REG
3128;0;2;8;6;4;RE;INS
3129;1;4;1;4;2;RE;INS
3130;8;10;1;10;7;AP;BOM
3131;9;9;4;7;7;AP;BOM
3132;7;4;4;7;5;AP;REG
3133;9;6;5;8;7;AP;BOM
3134;6;0;3;7;4;RE;INS
3135;3;4;1;2;2;RE;INS
3136;0;5;2;4;2;RE;INS
3137;9;4;8;5;6;AP;REG
3138;1;2;4;10;4;RE;INS
3139;4;0;8;3;3;RE;INS
3140;2;1;5;8;4;RE;INS
3141;0;3;1;4;2;RE;INS
3142;4;5;0;8;4;RE;INS
3143;4;10;10;9;8;AP;BOM
3144;5;1;3;4;3;RE;INS
3145;2;0;0;2;1;RE;INS
3146;6;8;6;9;7;AP;BOM
3147;3;4;2;3;3;RE;INS
3148;1;2;3;1;1;RE;INS
3149;2;10;2;10;6;AP;REG
3150;5;3;2;8;4;RE;INS
3151;1;5;4;1;2;RE;INS
3152;3;0;0;9;3;RE;INS
3153;10;9;5;0;6;AP;REG
3154;0;7;2;5;3;RE;INS
3155;7;10;10;6;8;AP;BOM
3156;7;0;3;0;2;RE;INS
3157;9;8;1;5;5;AP;REG
3158;3;0;7;9;4;RE;INS
3159;3;8;10;3;6;AP;REG
3160;3;10;9;5;6;AP;REG
3161;3;6;7;8;6;AP;REG
3162;3;10;6;10;7;AP;BOM
3163;9;9;10;1;7;AP;BOM
3164;3;6;3;7;4;RE;INS
3165;4;6;8;2;5;AP;REG
3166;4;2;10;10;6;AP;REG
3167;6;10;10;0;6;AP;REG
3168;5;4;3;5;4;RE;INS
3169;0;5;0;10;3;RE;INS
3170;1;5;6;5;4;RE;INS
3171;2;7;3;10;5;AP;REG
3172;9;7;1;2;4;RE;INS
3173;4;6;8;10;7;AP;BOM
3174;10;6;0;5;5;AP;REG
3175;3;0;9;4;4;RE;INS
3176;7;4;10;6;6;AP;REG
3177;5;3;1;7;4;RE;INS
3178;4;3;3;7;4;RE;INS
3179;4;1;3;7;3;RE;INS
3180;8;10;8;6;8;AP;BOM
3181;7;1;5;8;5;AP;REG
3182;5;10;0;0;3;RE;INS
3183;6;3;8;5;5;AP;REG
3184;8;6;10;1;6;AP;REG
3185;1;9;8;7;6;AP;REG
3186;6;7;4;7;6;AP;REG
3187;8;1;9;0;4;RE;INS
3188;0;9;4;8;5;AP;REG
3189;3;7;0;5;3;RE;INS
3190;5;4;8;2;4;RE;INS
3191;5;7;10;4;6;AP;REG
3192;4;9;7;10;7;AP;BOM
3193;6;3;7;8;6;AP;REG
3194;4;5;8;6;5;AP;REG
3195;7;3;4;8;5;AP;REG
3196;9;3;7;6;6;AP;REG
3197;0;1;2;5;2;RE;INS
3198;4;3;2;8;4;RE;INS
3199;5;7;0;8;5;AP;REG
3200;10;0;7;5;5;AP;REG
3201;8;8;1;10;6;AP;REG
3202;0;7;2;6;3;RE;INS
3203;5;10;10;4;7;AP;BOM
3204;4;10;7;10;7;AP;BOM
3205;3;8;4;7;5;AP;REG
3206;3;9;8;10;7;AP;BOM
3207;8;4;9;8;7;AP;BOM
3208;0;6;8;5;4;RE;INS
3209;3;4;5;6;4;RE;INS
3210;1;7;9;7;6;AP;REG
3211;1;4;5;5;3;RE;INS
3212;1;9;4;1;3;RE;INS
3213;0;1;1;2;1;RE;INS
3214;6;1;2;0;2;RE;INS
3215;8;10;2;7;6;AP;REG
3216;0;1;4;10;3;RE;INS
3217;8;1;5;9;5;AP;REG
3218;8;5;2;2;4;RE;INS
3219;1;9;0;6;4;RE;INS
3220;5;3;3;4;3;RE;INS
3221;4;9;5;0;4;RE;INS
3222;4;7;9;2;5;AP;REG
3223;3;0;6;7;4;RE;INS
3224;2;9;5;2;4;RE;INS
3225;5;0;0;0;1;RE;INS
3226;7;0;9;0;4;RE;INS
3227;10;8;7;3;7;AP;BOM
3228;7;8;0;5;5;AP;REG
3229;2;1;5;4;3;RE;INS
3230;1;3;2;2;2;RE;INS
3231;1;3;8;9;5;AP;REG
3232;9;7;0;3;4;RE;INS
3233;3;9;5;9;6;AP;REG
3234;2;3;3;8;4;RE;INS
3235;8;4;1;2;3;RE;INS
3236;2;8;4;2;4;RE;INS
3237;4;9;6;2;5;AP;REG
3238;2;3;1;7;3;RE;INS
3239;6;4;3;6;4;RE;INS
3240;4;3;6;7;5;AP;REG
3241;0;3;2;0;1;RE;INS
3242;8;6;7;2;5;AP;REG
3243;3;0;2;6;2;RE;INS
3244;7;9;6;5;6;AP;REG
3245;5;10;8;3;6;AP;REG
3246;0;6;7;0;3;RE;INS
3247;6;0;5;8;4;RE;INS
3248;7;5;1;5;4;RE;INS
3249;9;7;4;4;6;AP;REG
3250;4;4;10;6;6;AP;REG
3251;3;1;10;6;5;AP;REG
3252;0;8;5;1;3;RE;INS
3253;8;3;0;2;3;RE;INS
3254;7;8;2;7;6;AP;REG
3255;5;0;3;1;2;RE;INS
3256;4;6;1;10;5;AP;REG
3257;4;7;9;1;5;AP;REG
3258;4;7;3;9;5;AP;REG
3259;5;1;7;0;3;RE;INS
3260;10;4;4;10;7;AP;BOM
3261;10;9;9;0;7;AP;BOM
3262;5;3;9;1;4;RE;INS
3263;3;7;3;8;5;AP;REG
3264;4;1;2;0;1;RE;INS
3265;8;5;10;1;6;AP;REG
3266;8;1;9;2;5;AP;REG
3267;3;9;10;8;7;AP;BOM
3268;8;0;1;5;3;RE;INS
3269;2;10;9;7;7;AP;BOM
3270;4;4;6;10;6;AP;REG
3271;4;1;2;4;2;RE;INS
3272;2;5;0;1;2;RE;INS
3273;1;2;2;10;3;RE;INS
3274;6;6;8;4;6;AP;REG
3275;8;9;7;4;7;AP;BOM
3276;10;5;8;6;7;AP;BOM
3277;0;1;6;7;3;RE;INS
3278;10;9;2;10;7;AP;BOM
3279;10;1;3;4;4;RE;INS
3280;9;5;9;4;6;AP;REG
3281;3;9;7;9;7;AP;BOM
3282;7;10;1;2;5;AP;REG
3283;6;1;3;3;3;RE;INS
3284;8;10;2;4;6;AP;REG
3285;6;5;5;0;4;RE;INS
3286;0;3;4;8;3;RE;INS
3287;6;8;10;3;6;AP;REG
3288;0;3;6;9;4;RE;INS
3289;6;0;4;6;4;RE;INS
3290;0;1;8;8;4;RE;INS
3291;5;6;8;1;5;AP;REG
3292;3;10;4;2;4;RE;INS
3293;3;10;3;6;5;AP;REG
3294;0;8;10;4;5;AP;REG
3295;2;2;1;4;2;RE;INS
3296;6;5;0;4;3;RE;INS
3297;8;5;5;8;6;AP;REG
3298;4;9;0;7;5;AP;REG
3299;1;5;8;4;4;RE;INS
3300;6;9;3;5;5;AP;REG
3301;9;7;1;7;6;AP;REG
3302;2;8;9;1;5;AP;REG
3303;5;9;1;5;5;AP;REG
3304;10;4;1;3;4;RE;INS
3305;6;0;0;8;3;RE;INS
3306;4;7;2;5;4;RE;INS
3307;1;3;7;9;5;AP;REG
3308;1;5;2;9;4;RE;INS
3309;1;10;3;5;4;RE;INS
3310;4;4;0;8;4;RE;INS
3311;2;3;4;10;4;RE;INS
3312;5;5;6;4;5;AP;REG
3313;8;0;7;5;5;AP;REG
3314;9;7;5;4;6;AP;REG
3315;5;6;10;4;6;AP;REG
3316;1;0;0;7;2;RE;INS
3317;5;1;0;6;3;RE;INS
3318;4;7;10;3;6;AP;REG
3319;3;3;10;9;6;AP;REG
3320;2;10;8;10;7;AP;BOM
3321;5;3;2;2;3;RE;INS
3322;1;6;7;9;5;AP;REG
3323;3;5;2;4;3;RE;INS
3324;5;2;5;3;3;RE;INS
3325;6;6;2;1;3;RE;INS
3326;8;3;2;1;3;RE;INS
3327;2;0;7;2;2;RE;INS
3328;6;8;0;1;3;RE;INS
3329;4;2;4;9;4;RE;INS
3330;8;0;3;4;3;RE;INS
3331;0;0;6;4;2;RE;INS
3332;8;9;5;7;7;AP;BOM
3333;2;9;0;0;2;RE;INS
3334;10;7;8;8;8;AP;BOM
3335;10;10;5;9;8;AP;BOM
3336;2;0;4;3;2;RE;INS
3337;0;9;7;5;5;AP;REG
3338;1;2;7;3;3;RE;INS
3339;3;2;1;10;4;RE;INS
3340;0;4;3;1;2;RE;INS
3341;0;7;9;8;6;AP;REG
3342;0;1;10;5;4;RE;INS
3343;8;3;6;4;5;AP;REG
3344;6;0;4;7;4;RE;INS
3345;7;0;3;7;4;RE;INS
3346;7;5;2;10;6;AP;REG
3347;5;8;0;9;5;AP;REG
3348;0;2;0;6;2;RE;INS
3349;2;10;7;10;7;AP;BOM
3350;2;10;7;2;5;AP;REG
3351;9;3;6;6;6;AP;REG
3352;9;1;8;0;4;RE;INS
3353;3;4;0;4;2;RE;INS
3354;6;0;0;6;3;RE;INS
3355;8;3;4;0;3;RE;INS
3356;8;4;5;10;6;AP;REG
3357;4;0;5;3;3;RE;INS
3358;4;1;2;3;2;RE;INS
3359;4;8;3;6;5;AP;REG
3360;4;7;8;0;4;RE;INS
3361;7;2;10;6;6;AP;REG
3362;5;6;6;8;6;AP;REG
3363;8;8;2;0;4;RE;INS
3364;0;7;1;5;3;RE;INS
3365;5;9;5;9;7;AP;BOM
3366;8;3;5;3;4;RE;INS
3367;7;1;1;9;4;RE;INS
3368;7;7;3;0;4;RE;INS
3369;9;7;4;1;5;AP;REG
3370;5;4;6;8;5;AP;REG
3371;7;1;10;6;6;AP;REG
3372;3;4;5;0;3;RE;INS
3373;3;8;1;1;3;RE;INS
3374;0;9;9;9;6;AP;REG
3375;5;2;7;3;4;RE;INS
3376;0;4;1;4;2;RE;INS
3377;4;1;7;8;5;AP;REG
3378;7;0;3;5;3;RE;INS
3379;4;8;6;7;6;AP;REG
3380;8;6;7;4;6;AP;REG
3381;10;6;8;0;6;AP;REG
3382;6;4;8;5;5;AP;REG
3383;10;8;10;1;7;AP;BOM
3384;1;3;9;0;3;RE;INS
3385;8;0;10;3;5;AP;REG
3386;5;7;8;4;6;AP;REG
3387;5;10;9;0;6;AP;REG
3388;7;10;2;5;6;AP;REG
3389;9;0;1;9;4;RE;INS
3390;1;8;9;10;7;AP;BOM
3391;8;5;7;2;5;AP;REG
3392;0;4;1;4;2;RE;INS
3393;2;2;5;1;2;RE;INS
3394;10;10;2;7;7;AP;BOM
3395;9;4;3;0;4;RE;INS
3396;0;2;0;7;2;RE;INS
3397;0;10;4;10;6;AP;REG
3398;1;2;8;10;5;AP;REG
3399;1;3;10;1;3;RE;INS
3400;10;10;9;0;7;AP;BOM
3401;6;9;8;7;7;AP;BOM
3402;6;8;5;5;6;AP;REG
3403;1;8;7;3;4;RE;INS
3404;9;2;9;2;5;AP;REG
3405;5;10;8;1;6;AP;REG
3406;7;0;5;9;5;AP;REG
3407;7;1;7;9;6;AP;REG
3408;9;2;9;1;5;AP;REG
3409;8;10;4;6;7;AP;BOM
3410;2;0;8;8;4;RE;INS
3411;0;7;4;7;4;RE;INS
3412;7;2;10;6;6;AP;REG
3413;6;4;4;6;5;AP;REG
3414;10;8;8;9;8;AP;BOM
3415;10;2;6;2;5;AP;REG
3416;3;10;2;3;4;RE;INS
3417;4;1;9;8;5;AP;REG
3418;2;3;4;5;3;RE;INS
3419;0;1;9;5;3;RE;INS
3420;2;6;9;8;6;AP;REG
3421;5;4;7;0;4;RE;INS
3422;9;9;9;1;7;AP;BOM
3423;6;4;8;4;5;AP;REG
3424;7;8;10;10;8;AP;BOM
3425;1;3;5;0;2;RE;INS
3426;8;6;0;9;5;AP;REG
3427;10;10;1;10;7;AP;BOM
3428;1;0;2;5;2;RE;INS
3429;2;3;2;5;3;RE;INS
3430;1;4;3;9;4;RE;INS
3431;10;3;1;5;4;RE;INS
3432;9;2;2;3;4;RE;INS
3433;2;8;7;4;5;AP;REG
3434;9;9;10;8;9;AP;EXC
3435;3;5;10;10;7;AP;BOM
3436;10;2;4;8;6;AP;REG
3437;5;3;2;2;3;RE;INS
3438;8;7;3;6;6;AP;REG
3439;0;2;5;0;1;RE;INS
3440;8;7;4;5;6;AP;REG
3441;10;5;2;0;4;RE;INS
3442;1;0;7;0;2;RE;INS
3443;6;4;10;5;6;AP;REG
3444;6;10;9;7;8;AP;BOM
3445;5;2;3;8;4;RE;INS
3446;7;6;10;3;6;AP;REG
3447;6;4;8;6;6;AP;REG
3448;1;2;5;6;3;RE;INS
3449;9;0;9;1;4;RE;INS
3450;7;7;7;0;5;AP;REG
3451;0;6;9;0;3;RE;INS
3452;5;3;7;10;6;AP;REG
3453;5;6;8;5;6;AP;REG
3454;7;3;9;5;6;AP;REG
3455;2;4;4;7;4;RE;INS
3456;3;4;2;2;2;RE;INS
3457;7;2;8;7;6;AP;REG
3458;1;9;5;4;4;RE;INS
3459;2;4;10;5;5;AP;REG
3460;2;1;2;10;3;RE;INS
3461;2;2;3;0;1;RE;INS
3462;3;10;6;3;5;AP;REG
3463;0;5;3;10;4;RE;INS
3464;8;5;0;0;3;RE;INS
3465;10;4;4;0;4;RE;INS
3466;8;0;5;3;4;RE;INS
3467;1;3;2;5;2;RE;INS
3468;3;3;2;8;4;RE;INS
3469;8;8;5;7;7;AP;BOM
3470;5;0;8;9;5;AP;REG
3471;9;8;5;7;7;AP;BOM
3472;5;6;9;0;5;AP;REG
3473;6;3;8;6;5;AP;REG
3474;2;9;8;0;4;RE;INS
3475;6;10;4;0;5;AP;REG
3476;1;8;0;3;3;RE;INS
3477;9;4;2;7;5;AP;REG
3478;3;10;5;4;5;AP;REG
3479;3;2;3;2;2;RE;INS
3480;4;4;9;4;5;AP;REG
3481;3;1;5;3;3;RE;INS
3482;6;2;10;2;5;AP;REG
3483;9;4;3;9;6;AP;REG
3484;10;2;6;7;6;AP;REG
3485;9;1;8;2;5;AP;REG
3486;1;7;8;8;6;AP;REG
3487;6;8;10;2;6;AP;REG
3488;0;9;7;1;4;RE;INS
3489;4;3;8;1;4;RE;INS
3490;10;1;6;8;6;AP;REG
3491;10;4;3;4;5;AP;REG
3492;1;0;8;3;3;RE;INS
3493;7;3;8;3;5;AP;REG
3494;7;0;6;6;4;RE;INS
3495;3;8;1;8;5;AP;REG
3496;2;6;4;2;3;RE;INS
3497;7;8;0;10;6;AP;REG
3498;6;5;9;6;6;AP;REG
3499;5;1;7;1;3;RE;INS
3500;0;3;2;5;2;RE;INS
3501;10;10;0;0;5;AP;REG
3502;6;10;2;0;4;RE;INS
3503;9;7;1;9;6;AP;REG
3504;6;6;4;9;6;AP;REG
3505;10;2;6;8;6;AP;REG
3506;9;6;3;3;5;AP;REG
3507;3;2;7;8;5;AP;REG
3508;7;0;6;6;4;RE;INS
3509;6;4;0;3;3;RE;INS
3510;8;6;7;7;7;AP;BOM
3511;4;7;10;6;6;AP;REG
3512;5;2;0;4;2;RE;INS
3513;7;7;5;5;6;AP;REG
3514;8;1;10;4;5;AP;REG
3515;9;7;2;8;6;AP;REG
3516;2;10;5;4;5;AP;REG
3517;4;4;7;0;3;RE;INS
3518;10;4;1;2;4;RE;INS
3519;7;8;2;0;4;RE;INS
3520;7;3;1;1;3;RE;INS
3521;0;10;1;2;3;RE;INS
3522;3;8;4;0;3;RE;INS
3523;5;9;5;6;6;AP;REG
3524;5;0;3;1;2;RE;INS
3525;5;8;10;1;6;AP;REG
3526;10;1;7;8;6;AP;REG
3527;2;6;5;0;3;RE;INS
3528;6;5;3;9;5;AP;REG
3529;8;5;6;5;6;AP;REG
3530;6;0;6;9;5;AP;REG
3531;1;5;9;5;5;AP;REG
3532;1;6;6;9;5;AP;REG
3533;10;2;7;10;7;AP;BOM
3534;4;9;9;10;8;AP;BOM
3535;9;5;6;9;7;AP;BOM
3536;8;4;3;3;4;RE;INS
3537;6;3;5;8;5;AP;REG
3538;3;4;4;10;5;AP;REG
3539;9;3;6;0;4;RE;INS
3540;5;1;6;4;4;RE;INS
3541;5;4;2;1;3;RE;INS
3542;10;4;5;1;5;AP;REG
3543;1;9;2;3;3;RE;INS
3544;7;4;7;8;6;AP;REG
3545;9;1;10;5;6;AP;REG
3546;10;10;6;10;9;AP;EXC
3547;0;1;7;7;3;RE;INS
3548;3;0;7;5;3;RE;INS
3549;5;1;10;7;5;AP;REG
3550;4;2;8;1;3;RE;INS
3551;1;1;5;0;1;RE;INS
3552;5;5;8;6;6;AP;REG
3553;5;9;4;4;5;AP;REG
3554;3;0;7;9;4;RE;INS
3555;7;1;8;2;4;RE;INS
3556;0;7;5;10;5;AP;REG
3557;0;8;10;5;5;AP;REG
3558;3;5;2;5;3;RE;INS
3559;5;9;0;4;4;RE;INS
3560;2;7;8;9;6;AP;REG
3561;6;6;1;8;5;AP;REG
3562;3;4;2;5;3;RE;INS
3563;2;5;4;10;5;AP;REG
3564;3;9;4;10;6;AP;REG
3565;8;6;2;2;4;RE;INS
3566;4;7;3;9;5;AP;REG
3567;10;1;1;0;3;RE;INS
3568;0;2;0;1;0;RE;INS
3569;3;1;8;1;3;RE;INS
3570;7;5;3;2;4;RE;INS
3571;9;10;8;9;9;AP;EXC
3572;7;5;7;7;6;AP;REG
3573;1;0;2;9;3;RE;INS
3574;7;9;10;5;7;AP;BOM
3575;0;6;2;1;2;RE;INS
3576;6;1;4;9;5;AP;REG
3577;5;1;8;8;5;AP;REG
3578;1;8;3;0;3;RE;INS
3579;3;0;3;10;4;RE;INS
3580;5;2;5;5;4;RE;INS
3581;5;10;7;9;7;AP;BOM
3582;6;6;2;6;5;AP;REG
3583;6;4;1;4;3;RE;INS
3584;8;1;6;5;5;AP;REG
3585;4;7;8;0;4;RE;INS
3586;4;0;4;6;3;RE;INS
3587;3;3;10;8;6;AP;REG
3588;1;6;6;9;5;AP;REG
3589;7;2;7;5;5;AP;REG
3590;2;0;5;3;2;RE;INS
3591;2;5;3;2;3;RE;INS
3592;0;7;3;10;5;AP;REG
3593;10;8;7;8;8;AP;BOM
3594;1;2;7;10;5;AP;REG
3595;8;3;8;6;6;AP;REG
3596;5;1;5;3;3;RE;INS
3597;9;5;10;4;7;AP;BOM
3598;8;9;4;4;6;AP;REG
3599;7;6;10;9;8;AP;BOM
3600;5;8;9;8;7;AP;BOM
3601;10;2;1;0;3;RE;INS
3602;8;5;9;9;7;AP;BOM
3603;5;6;7;0;4;RE;INS
3604;8;4;8;10;7;AP;BOM
3605;7;7;0;9;5;AP;REG
3606;6;4;0;4;3;RE;INS
3607;3;8;8;9;7;AP;BOM
3608;6;9;3;6;6;AP;REG
3609;10;0;3;4;4;RE;INS
3610;6;9;2;9;6;AP;REG
3611;5;6;3;4;4;RE;INS
3612;8;3;8;8;6;AP;REG
3613;4;8;0;8;5;AP;REG
3614;6;2;4;9;5;AP;REG
3615;0;0;7;7;3;RE;INS
3616;6;3;9;2;5;AP;REG
3617;10;1;10;8;7;AP;BOM
3618;7;1;7;10;6;AP;REG
3619;5;9;10;1;6;AP;REG
3620;2;7;7;8;6;AP;REG
3621;2;6;7;2;4;RE;INS
3622;7;0;10;3;5;AP;REG
3623;3;9;2;9;5;AP;REG
3624;9;5;5;8;6;AP;REG
3625;3;5;10;10;7;AP;BOM
3626;9;2;10;6;6;AP;REG
3627;10;8;0;4;5;AP;REG
3628;0;6;8;6;5;AP;REG
3629;4;5;2;8;4;RE;INS
3630;6;9;6;2;5;AP;REG
3631;3;3;4;3;3;RE;INS
3632;7;9;1;3;5;AP;REG
3633;0;9;1;10;5;AP;REG
3634;0;5;10;1;4;RE;INS
3635;5;10;4;4;5;AP;REG
3636;0;2;10;4;4;RE;INS
3637;6;2;3;5;4;RE;INS
3638;5;6;6;8;6;AP;REG
3639;1;6;3;2;3;RE;INS
3640;6;9;10;7;8;AP;BOM
3641;10;0;6;9;6;AP;REG
3642;1;9;4;2;4;RE;INS
3643;6;5;9;9;7;AP;BOM
3644;8;7;7;4;6;AP;REG
3645;3;6;6;1;4;RE;INS
3646;10;10;6;1;6;AP;REG
3647;0;9;7;4;5;AP;REG
3648;3;2;6;6;4;RE;INS
3649;9;8;2;4;5;AP;REG
3650;10;6;8;5;7;AP;BOM
3651;8;7;5;8;7;AP;BOM
3652;10;1;10;6;6;AP;REG
3653;10;1;10;6;6;AP;REG
3654;5;2;6;6;4;RE;INS
3655;6;10;2;2;5;AP;REG
3656;1;5;4;7;4;RE;INS
3657;9;10;8;1;7;AP;BOM
3658;5;4;1;1;2;RE;INS
3659;10;6;3;3;5;AP;REG
3660;3;8;9;8;7;AP;BOM
3661;5;5;3;1;3;RE;INS
3662;7;6;0;7;5;AP;REG
3663;4;2;2;7;3;RE;INS
3664;9;3;10;3;6;AP;REG
3665;0;1;7;0;2;RE;INS
3666;10;8;4;9;7;AP;BOM
3667;4;6;7;9;6;AP;REG
3668;10;3;2;4;4;RE;INS
3669;5;0;1;3;2;RE;INS
3670;10;10;10;6;9;AP;EXC
3671;6;5;2;10;5;AP;REG
3672;3;8;2;3;4;RE;INS
3673;9;5;7;8;7;AP;BOM
3674;2;1;9;7;4;RE;INS
3675;0;9;5;1;3;RE;INS
3676;2;1;10;0;3;RE;INS
3677;7;7;1;7;5;AP;REG
3678;4;2;10;3;4;RE;INS
3679;3;7;4;3;4;RE;INS
3680;6;7;4;2;4;RE;INS
3681;5;6;9;7;6;AP;REG
3682;3;7;1;7;4;RE;INS
3683;3;7;4;0;3;RE;INS
3684;8;0;4;6;4;RE;INS
3685;6;4;8;7;6;AP;REG
3686;9;6;8;3;6;AP;REG
3687;0;7;8;4;4;RE;INS
3688;3;8;1;10;5;AP;REG
3689;0;2;7;7;4;RE;INS
3690;7;0;2;6;3;RE;INS
3691;5;10;9;5;7;AP;BOM
3692;8;10;4;10;8;AP;BOM
3693;5;1;5;1;3;RE;INS
